qseqid,sseqid,evalue,pident,length,bitscore,ppos
b2942,MBLCLPDI_01433,3.249999999999999e-167,60.714,392,469.0,77.81
b2943,MBLCLPDI_00529,2.9999999999999993e-71,33.766,462,229.0,52.6
b2951,MBLCLPDI_01321,3.779999999999999e-45,38.333,240,147.0,55.0
b2954,MBLCLPDI_00592,3.5299999999999997e-54,46.073,191,167.0,63.35
b3012,MBLCLPDI_02063,1.4999999999999997e-78,46.038000000000004,265,236.0,65.66
b3063,MBLCLPDI_01687,2.3299999999999997e-90,38.178000000000004,461,280.0,56.83
b3064,MBLCLPDI_00373,1.2199999999999997e-86,42.073,328,261.0,63.11
b3066,MBLCLPDI_00830,3.5999999999999994e-83,36.946,406,268.0,57.14
b3067,MBLCLPDI_00831,1.7499999999999996e-117,69.748,238,350.0,83.19
b3075,MBLCLPDI_01931,5.569999999999999e-63,33.836999999999996,331,199.0,57.1
b3087,MBLCLPDI_01542,1.22e-56,32.743,339,183.0,53.69
b3124,MBLCLPDI_00704,7.049999999999998e-103,50.528999999999996,378,305.0,65.34
b3127,MBLCLPDI_00970,3.52e-32,26.95,423,122.0,47.99
b3146,MBLCLPDI_00363,2.709999999999999e-68,43.165,278,210.0,58.99
b3162,MBLCLPDI_00262,5.629999999999999e-114,41.68600000000001,439,346.0,61.73
b3166,MBLCLPDI_00786,3.25e-50,35.472,265,165.0,55.85
b3168,MBLCLPDI_00784,0.0,52.313,562,592.0,70.82
b3169,MBLCLPDI_00781,2.2299999999999996e-71,33.763000000000005,388,228.0,58.25
b3172,MBLCLPDI_00819,1.2799999999999998e-29,26.975,367,115.0,47.14
b3176,MBLCLPDI_00450,2.0799999999999997e-118,42.506,447,350.0,61.97
b3177,MBLCLPDI_01411,3.3999999999999997e-44,30.596999999999998,268,150.0,55.22
b3178,MBLCLPDI_00286,2.4099999999999992e-161,46.785,622,476.0,67.36
b3181,MBLCLPDI_01349,6.43e-33,39.355,155,110.0,62.58
b3183,MBLCLPDI_00740,5.119999999999999e-88,45.028999999999996,342,269.0,62.87
b3187,MBLCLPDI_01211,4.6900000000000004e-32,31.506999999999998,292,118.0,49.32
b3189,MBLCLPDI_00519,1.1199999999999998e-124,47.281000000000006,423,364.0,64.07
b3205,MBLCLPDI_00417,2.56e-60,38.908,293,189.0,58.7
b3230,MBLCLPDI_01602,3.2899999999999994e-41,50.794,126,129.0,65.08
b3231,MBLCLPDI_01603,3.6700000000000005e-53,54.286,140,161.0,72.14
b3251,MBLCLPDI_00562,4.71e-114,50.299,334,330.0,72.75
b3256,MBLCLPDI_01080,4.259999999999998e-146,47.566,452,421.0,67.26
b3260,MBLCLPDI_00288,8.98e-68,37.266999999999996,322,211.0,58.39
b3262,MBLCLPDI_00220,3.69e-34,32.389,247,122.0,49.8
b3270,MBLCLPDI_00565,2.96e-28,40.719,167,106.0,59.28
b3271,MBLCLPDI_00105,1.2299999999999998e-99,55.967,243,287.0,74.07
b3283,MBLCLPDI_00867,1.74e-26,42.342,111,101.0,60.36
b3288,MBLCLPDI_01304,3.7799999999999988e-65,38.033,305,204.0,57.05
b3289,MBLCLPDI_00987,2.94e-30,36.818000000000005,220,117.0,50.45
b3291,MBLCLPDI_00346,8.87e-33,45.385,130,108.0,64.62
b3295,MBLCLPDI_01609,7.5499999999999995e-81,42.122,311,244.0,64.95
b3296,MBLCLPDI_00550,6.389999999999998e-58,46.635,208,177.0,65.38
b3297,MBLCLPDI_01610,7.779999999999998e-50,61.983000000000004,121,151.0,78.51
b3298,MBLCLPDI_01611,1.15e-44,57.658,111,137.0,78.38
b3300,MBLCLPDI_01615,2.2999999999999994e-94,39.251999999999995,428,287.0,60.05
b3303,MBLCLPDI_01618,4.91e-49,48.387,155,152.0,70.97
b3305,MBLCLPDI_01620,1.18e-42,40.909,176,137.0,62.5
b3306,MBLCLPDI_01621,2.8399999999999998e-42,51.145,131,132.0,68.7
b3308,MBLCLPDI_01623,8.75e-83,59.887,177,239.0,80.23
b3310,MBLCLPDI_01625,1.4899999999999997e-52,63.415,123,157.0,78.86
b3313,MBLCLPDI_01628,2.82e-43,52.985,134,135.0,70.15
b3314,MBLCLPDI_01629,3.8699999999999995e-88,57.211999999999996,208,256.0,77.4
b3315,MBLCLPDI_01630,1.4199999999999997e-33,55.66,106,108.0,71.7
b3316,MBLCLPDI_01631,3.37e-39,64.773,88,121.0,79.55
b3317,MBLCLPDI_01632,2.3799999999999997e-103,56.522,276,298.0,71.74
b3319,MBLCLPDI_01634,4.07e-45,39.683,189,145.0,62.96
b3320,MBLCLPDI_01635,9.129999999999999e-55,45.894,207,170.0,63.77
b3321,MBLCLPDI_01636,3.5e-46,62.745,102,140.0,84.31
b3339,MBLCLPDI_00733,0.0,71.684,392,562.0,83.93
b3340,MBLCLPDI_01638,0.0,57.347,701,816.0,74.18
b3341,MBLCLPDI_01639,4.2399999999999995e-65,55.128,156,193.0,74.36
b3342,MBLCLPDI_01640,2.58e-55,63.971000000000004,136,165.0,70.59
b3368,MBLCLPDI_01868,1.1999999999999998e-68,47.083,240,222.0,69.17
b3370,MBLCLPDI_00416,6.809999999999999e-50,31.947,457,171.0,49.89
b3384,MBLCLPDI_00221,1.33e-47,32.738,336,159.0,52.98
b3386,MBLCLPDI_01299,7.009999999999999e-57,44.059,202,176.0,65.84
b3396,MBLCLPDI_01404,1.49e-24,36.066,183,105.0,56.28
b3407,MBLCLPDI_00312,0.0,46.013999999999996,715,594.0,62.38
b3409,MBLCLPDI_00975,9.569999999999998e-135,34.938,727,410.0,53.65
b3415,MBLCLPDI_00884,1.6099999999999998e-125,49.865,371,365.0,70.08
b3464,MBLCLPDI_01289,2.27e-82,43.251999999999995,326,260.0,65.95
b3465,MBLCLPDI_00722,7.839999999999999e-30,33.510999999999996,188,105.0,50.53
b3469,MBLCLPDI_01578,4.9199999999999996e-30,38.378,185,113.0,58.38
b3500,MBLCLPDI_01561,1.81e-52,29.978,447,178.0,47.43
b3508,MBLCLPDI_02090,6.279999999999998e-42,53.906000000000006,128,137.0,75.0
b3523,MBLCLPDI_00174,8.279999999999998e-130,49.199,437,378.0,67.28
b3547,MBLCLPDI_01762,1.17e-37,27.204,397,137.0,47.36
b3549,MBLCLPDI_01434,6.009999999999999e-49,42.775,173,153.0,63.58
b3558,MBLCLPDI_01092,2.709999999999999e-44,39.486999999999995,195,145.0,58.97
b3559,MBLCLPDI_00829,8.349999999999997e-116,32.602,684,359.0,51.17
b3560,MBLCLPDI_00828,1.0099999999999998e-131,61.016999999999996,295,373.0,74.24
b3564,MBLCLPDI_00882,5.789999999999999e-58,28.884,502,196.0,46.22
b3589,MBLCLPDI_00032,6.609999999999999e-112,44.063,379,328.0,61.21
b3606,MBLCLPDI_00662,1.3199999999999998e-39,44.156000000000006,154,128.0,63.64
b3608,MBLCLPDI_00402,1.4199999999999997e-80,39.879,331,245.0,59.82
b3616,MBLCLPDI_02022,1.2899999999999998e-42,31.778000000000002,343,147.0,47.81
b3628,MBLCLPDI_01520,3.97e-57,34.071999999999996,361,186.0,52.08
b3634,MBLCLPDI_00723,8.009999999999999e-45,41.026,156,141.0,64.1
b3635,MBLCLPDI_01381,3.6099999999999995e-48,36.029,272,157.0,50.0
b3639,MBLCLPDI_01306,8.789999999999997e-88,43.011,372,268.0,59.95
b3648,MBLCLPDI_01308,1.78e-55,44.615,195,171.0,62.56
b3652,MBLCLPDI_01294,2.4399999999999993e-123,39.759,664,379.0,55.12
b3656,MBLCLPDI_01142,1.96e-76,28.271,619,258.0,47.33
b3660,MBLCLPDI_00470,8.97e-36,29.18,305,127.0,52.46
b3697,MBLCLPDI_00241,9.999999999999999e-69,39.927,273,210.0,63.0
b3699,MBLCLPDI_00005,0.0,52.035,565,551.0,70.09
b3700,MBLCLPDI_00004,1.87e-30,24.599,374,115.0,46.79
b3701,MBLCLPDI_00002,4.67e-38,27.296999999999997,381,136.0,48.56
b3702,MBLCLPDI_00001,3.2199999999999994e-111,42.06,466,332.0,58.37
b3706,MBLCLPDI_02105,1.0599999999999999e-80,34.12,466,253.0,58.15
b3714,MBLCLPDI_00549,1.7899999999999994e-103,40.135999999999996,441,312.0,63.27
b3722,MBLCLPDI_01924,1.09e-30,46.853,143,123.0,63.64
b3724,MBLCLPDI_01722,2.65e-29,29.665,209,106.0,54.07
b3725,MBLCLPDI_01723,5.689999999999999e-91,48.583,247,265.0,72.47
b3726,MBLCLPDI_01724,1.6399999999999997e-32,36.207,232,117.0,53.02
b3727,MBLCLPDI_01725,9.25e-32,28.289,304,116.0,50.66
b3729,MBLCLPDI_00451,1.0899999999999998e-144,39.677,620,428.0,58.23
b3730,MBLCLPDI_00238,7.859999999999997e-109,39.69,451,325.0,60.09
b3732,MBLCLPDI_00516,0.0,65.94800000000001,464,614.0,81.25
b3733,MBLCLPDI_00515,3.38e-48,31.373,306,159.0,52.29
b3734,MBLCLPDI_00514,0.0,52.242,513,528.0,69.59
b3740,MBLCLPDI_00110,1.1e-29,33.014,209,106.0,48.8
b3741,MBLCLPDI_02104,0.0,49.596000000000004,619,597.0,67.85
b3744,MBLCLPDI_02050,1.1499999999999997e-95,48.71,310,283.0,63.23
b3748,MBLCLPDI_00446,1.3999999999999997e-38,41.727,139,123.0,65.47
b3752,MBLCLPDI_00445,4.73e-72,41.86,301,221.0,59.8
b3753,MBLCLPDI_01423,2.43e-47,31.325,332,159.0,54.82
b3779,MBLCLPDI_00222,9.47e-25,27.961,304,100.0,48.36
b3786,MBLCLPDI_00341,2.759999999999999e-132,51.49100000000001,369,379.0,67.48
b3788,MBLCLPDI_01181,8.929999999999998e-78,47.603,292,237.0,62.67
b3795,MBLCLPDI_01047,1.8699999999999998e-149,51.41,461,430.0,70.72
b3805,MBLCLPDI_01858,1.2399999999999998e-63,40.203,296,199.0,56.76
b3813,MBLCLPDI_01597,0.0,40.77,753,538.0,60.16
b3822,MBLCLPDI_00848,9.28e-81,38.952,439,259.0,54.9
b3833,MBLCLPDI_01207,5.5e-51,38.496,226,162.0,57.08
b3835,MBLCLPDI_01037,2.7799999999999996e-42,28.91,422,155.0,46.68
b3846,MBLCLPDI_00109,4.4699999999999995e-30,29.758000000000003,289,116.0,49.83
b3863,MBLCLPDI_01382,0.0,38.188,927,553.0,56.96
b3865,MBLCLPDI_00736,2.04e-36,34.921,189,122.0,55.03
b3870,MBLCLPDI_01337,3.899999999999999e-90,39.72,428,278.0,56.78
b3871,MBLCLPDI_00719,0.0,53.434,597,668.0,73.7
b3887,MBLCLPDI_00810,2.4599999999999996e-42,43.056000000000004,144,133.0,62.5
b3912,MBLCLPDI_00021,3.8399999999999992e-62,43.348,233,190.0,66.09
b3919,MBLCLPDI_00428,8.379999999999999e-49,38.461999999999996,247,157.0,51.42
b3926,MBLCLPDI_01192,0.0,58.3,494,623.0,76.92
b3927,MBLCLPDI_01908,2.8399999999999997e-31,36.626,243,112.0,51.44
b3935,MBLCLPDI_01305,2.2099999999999995e-134,40.768,547,412.0,58.32
b3939,MBLCLPDI_00320,1.8199999999999994e-103,42.857,378,306.0,61.11
b3945,MBLCLPDI_02000,2.3699999999999997e-103,43.978,357,305.0,61.34
b3960,MBLCLPDI_00820,1.5999999999999996e-152,48.246,456,437.0,66.23
b3974,MBLCLPDI_01775,1.9199999999999998e-94,45.902,305,278.0,66.89
b3982,MBLCLPDI_00335,1.9099999999999997e-45,41.111000000000004,180,144.0,62.22
b3983,MBLCLPDI_00336,2.6999999999999995e-58,65.493,142,174.0,79.58
b3984,MBLCLPDI_00337,2.96e-77,50.909,220,229.0,71.36
b3985,MBLCLPDI_00342,6.579999999999999e-33,37.342,158,111.0,61.39
b3987,MBLCLPDI_01644,1.7699999999999996e-87,51.645,304,306.0,65.79
b3988,MBLCLPDI_01643,0.0,51.193999999999996,1047,1047.0,67.91
b3992,MBLCLPDI_01104,2.2e-33,32.083,240,119.0,51.25
b4003,MBLCLPDI_00022,3.97e-27,33.471,242,110.0,50.41
b4005,MBLCLPDI_00151,6.9399999999999994e-99,41.882,425,298.0,57.88
b4006,MBLCLPDI_00150,6.309999999999999e-171,46.641999999999996,536,489.0,65.86
b4013,MBLCLPDI_01947,2.08e-39,32.171,258,135.0,50.39
b4043,MBLCLPDI_00762,1.09e-27,30.732,205,100.0,48.78
b4051,MBLCLPDI_01826,1.55e-25,29.616999999999997,287,100.0,45.64
b4052,MBLCLPDI_00012,1.1599999999999996e-118,41.871,449,352.0,62.36
b4058,MBLCLPDI_00415,0.0,57.766000000000005,940,1112.0,76.06
b4065,MBLCLPDI_01821,6.1e-46,32.759,464,167.0,50.65
b4077,MBLCLPDI_01927,4.239999999999999e-149,50.70399999999999,426,427.0,72.3
b4129,MBLCLPDI_00289,1.9099999999999995e-174,50.713,491,497.0,68.23
b4130,MBLCLPDI_00301,2.84e-46,28.837,430,164.0,48.37
b4143,MBLCLPDI_00385,0.0,58.303000000000004,542,598.0,75.09
b4147,MBLCLPDI_01738,1.06e-35,34.637,179,119.0,56.42
b4156,MBLCLPDI_01532,3.3099999999999994e-147,43.967,489,427.0,66.87
b4161,MBLCLPDI_01300,1.07e-36,35.683,227,130.0,51.98
b4167,MBLCLPDI_01429,3.29e-26,31.373,255,104.0,47.84
b4170,MBLCLPDI_00576,2.4799999999999996e-67,33.164,591,228.0,47.21
b4171,MBLCLPDI_01338,2.54e-53,35.034,294,173.0,55.44
b4173,MBLCLPDI_01784,5.719999999999999e-76,37.302,378,239.0,57.14
b4177,MBLCLPDI_00074,4.1999999999999983e-134,45.455,429,389.0,66.2
b4179,MBLCLPDI_00435,6.579999999999998e-146,35.635,724,445.0,56.91
b4180,MBLCLPDI_00332,3.74e-51,37.295,244,163.0,59.02
b4208,MBLCLPDI_01438,2.1899999999999992e-135,46.239,452,394.0,65.04
b4219,MBLCLPDI_01332,1.1699999999999999e-39,42.483999999999995,153,130.0,56.21
b4237,MBLCLPDI_01453,1.45e-41,44.966,149,133.0,68.46
b4238,MBLCLPDI_01454,0.0,50.07,713,714.0,66.76
b4239,MBLCLPDI_00088,0.0,47.756,557,531.0,65.35
b4242,MBLCLPDI_01805,6.08e-68,25.763,885,239.0,45.99
b4245,MBLCLPDI_00129,2.1399999999999999e-41,32.476,311,142.0,51.13
b4258,MBLCLPDI_00554,0.0,42.505,934,773.0,62.21
b4295,MBLCLPDI_00121,3.26e-38,29.221,308,134.0,50.32
b4304,MBLCLPDI_01827,2.9100000000000005e-25,24.654,361,103.0,47.65
b4349,MBLCLPDI_01587,4.12e-34,28.099,363,131.0,50.14
b4375,MBLCLPDI_01501,3.439999999999999e-167,47.25899999999999,529,480.0,65.41
b4382,MBLCLPDI_00119,5.979999999999998e-117,43.578,436,345.0,63.53
b4383,MBLCLPDI_00118,4.659999999999999e-99,41.31,397,297.0,60.2
b4384,MBLCLPDI_00120,1.0499999999999998e-86,53.617,235,253.0,71.91
b4386,MBLCLPDI_01833,1.9799999999999997e-52,32.934,334,172.0,51.8
b4389,MBLCLPDI_00328,3.3099999999999995e-135,45.316,459,393.0,63.62
b4391,MBLCLPDI_00856,3.5099999999999996e-105,35.028,531,325.0,56.69
b4473,MBLCLPDI_00866,2.06e-43,40.976000000000006,205,148.0,59.02
