qseqid,sseqid,evalue,pident,length,bitscore,ppos
stu1049,MBLCLPDI_00715,1.64e-44,30.125999999999998,478,157.0,46.65
stu1050,MBLCLPDI_00714,1.8399999999999998e-66,35.78,327,208.0,59.94
stu1051,MBLCLPDI_00713,7.82e-31,28.254,315,115.0,45.4
stu1054,MBLCLPDI_00130,3.589999999999999e-83,37.882,425,258.0,55.29
stu1055,MBLCLPDI_00438,5.1299999999999985e-80,54.419,215,235.0,68.37
stu1056,MBLCLPDI_00180,5.2199999999999995e-36,34.286,210,127.0,59.52
stu1060,MBLCLPDI_01094,4.9200000000000006e-57,37.313,268,181.0,58.21
stu1062,MBLCLPDI_01037,2.1999999999999998e-65,26.951999999999998,538,218.0,50.0
stu1068,MBLCLPDI_01911,1.3299999999999998e-59,32.692,364,193.0,53.02
stu1108,MBLCLPDI_01525,4.3e-39,37.624,202,136.0,59.9
stu1113,MBLCLPDI_00120,6.14e-85,51.695,236,248.0,71.61
stu1120,MBLCLPDI_00118,1.1899999999999997e-143,53.96,404,410.0,70.05
stu1121,MBLCLPDI_00325,2.4599999999999996e-75,50.893,224,223.0,71.43
stu1124,MBLCLPDI_01098,8.13e-45,34.783,276,153.0,55.8
stu1127,MBLCLPDI_01428,8.279999999999998e-150,47.751999999999995,467,431.0,64.67
stu1132,MBLCLPDI_01374,1.11e-56,70.69,116,167.0,83.62
stu1134,MBLCLPDI_01376,3.72e-69,56.886,167,204.0,77.25
stu1135,MBLCLPDI_00850,3.2299999999999996e-60,50.667,225,185.0,66.22
stu1139,MBLCLPDI_00836,7.0599999999999975e-158,55.446000000000005,404,447.0,71.53
stu1141,MBLCLPDI_00854,1.48e-44,32.701,422,155.0,50.71
stu1142,MBLCLPDI_01504,2.2e-52,31.662,379,175.0,52.24
stu1145,MBLCLPDI_00038,2.95e-52,41.25,240,165.0,57.92
stu1146,MBLCLPDI_00397,1.2599999999999997e-138,58.537,328,392.0,75.3
stu1149,MBLCLPDI_01718,5.009999999999999e-77,48.79,248,229.0,61.69
stu1150,MBLCLPDI_01805,1.3599999999999998e-145,36.014,883,449.0,54.13
stu1154,MBLCLPDI_00241,1.8499999999999996e-83,48.352,273,247.0,65.57
stu1158,MBLCLPDI_00025,9.929999999999998e-111,55.431000000000004,267,317.0,72.66
stu1159,MBLCLPDI_00022,2.579999999999999e-132,49.658,439,391.0,67.88
stu1160,MBLCLPDI_00021,6.879999999999999e-123,69.658,234,345.0,83.76
stu1161,MBLCLPDI_01668,5.429999999999998e-99,58.871,248,285.0,74.6
stu1162,MBLCLPDI_01669,1.59e-26,28.309,272,100.0,47.79
stu1164,MBLCLPDI_01671,3.26e-41,38.605,215,135.0,60.0
stu1165,MBLCLPDI_01048,4.569999999999998e-93,59.193000000000005,223,273.0,78.92
stu1167,MBLCLPDI_00519,2.1099999999999995e-174,58.571000000000005,420,491.0,75.48
stu1172,MBLCLPDI_01433,0.0,74.745,392,582.0,87.5
stu1173,MBLCLPDI_00822,4.9e-43,32.803000000000004,314,146.0,52.23
stu1174,MBLCLPDI_00355,2.629999999999999e-140,44.138999999999996,546,415.0,62.82
stu1177,MBLCLPDI_01338,5.319999999999998e-88,45.902,305,261.0,65.57
stu1179,MBLCLPDI_01281,4.2699999999999994e-58,71.93,114,171.0,84.21
stu1182,MBLCLPDI_00432,1.1199999999999995e-111,42.828,488,337.0,60.86
stu1185,MBLCLPDI_00471,1.27e-44,51.37,146,144.0,66.44
stu1187,MBLCLPDI_00731,0.0,54.068999999999996,553,616.0,73.42
stu1188,MBLCLPDI_01979,5.5599999999999986e-95,56.626999999999995,249,275.0,70.28
stu1189,MBLCLPDI_01978,3.1599999999999994e-88,53.409,264,261.0,74.62
stu1190,MBLCLPDI_00028,9.349999999999998e-90,45.875,303,268.0,63.04
stu1196,MBLCLPDI_00839,3.7699999999999984e-154,47.295,499,444.0,65.13
stu1198,MBLCLPDI_00838,0.0,35.74,1108,629.0,55.23
stu1204,MBLCLPDI_00152,9.569999999999997e-112,66.222,225,316.0,80.44
stu1209,MBLCLPDI_00853,7.84e-47,78.02199999999999,91,140.0,87.91
stu1211,MBLCLPDI_00861,1.76e-48,32.841,271,159.0,55.35
stu1212,MBLCLPDI_00860,1.3799999999999997e-68,39.501999999999995,281,210.0,64.06
stu1213,MBLCLPDI_01310,7.749999999999998e-160,45.063,557,464.0,63.91
stu1215,MBLCLPDI_01312,8.099999999999998e-115,64.8,250,328.0,78.4
stu1216,MBLCLPDI_01313,1.1899999999999999e-60,44.082,245,191.0,59.18
stu1218,MBLCLPDI_01315,1.5099999999999998e-148,49.095,442,426.0,67.65
stu1220,MBLCLPDI_00213,8.269999999999998e-74,51.22,205,218.0,71.22
stu1222,MBLCLPDI_01947,7.6e-41,29.230999999999998,260,139.0,51.92
stu1224,MBLCLPDI_00743,7.89e-37,46.97,132,131.0,62.88
stu1225,MBLCLPDI_00742,1.5999999999999998e-53,35.849000000000004,265,171.0,58.11
stu1226,MBLCLPDI_00741,1.1299999999999999e-117,52.427,309,337.0,70.87
stu1228,MBLCLPDI_01784,5.069999999999999e-83,42.593,324,256.0,64.2
stu1229,MBLCLPDI_00523,2.0799999999999992e-111,45.409,403,331.0,63.52
stu1234,MBLCLPDI_00614,6.3299999999999986e-86,50.996,251,253.0,68.13
stu1235,MBLCLPDI_00364,6.239999999999999e-41,32.376999999999995,244,137.0,54.51
stu1242,MBLCLPDI_01181,6.029999999999999e-171,79.931,289,473.0,90.31
stu1248,MBLCLPDI_00835,8.719999999999999e-68,40.0,270,207.0,58.15
stu1249,MBLCLPDI_00834,1.2799999999999997e-62,47.788000000000004,226,191.0,60.62
stu1251,MBLCLPDI_00450,0.0,63.31100000000001,447,559.0,77.18
stu1253,MBLCLPDI_00448,2.7799999999999994e-78,50.0,234,235.0,73.08
stu1254,MBLCLPDI_00499,3.9699999999999984e-173,52.902,448,489.0,70.09
stu1255,MBLCLPDI_00498,2.7499999999999993e-90,55.81399999999999,215,263.0,77.67
stu1256,MBLCLPDI_01680,9.569999999999997e-158,32.753,861,479.0,55.05
stu1259,MBLCLPDI_00381,0.0,50.923,650,664.0,68.92
stu1260,MBLCLPDI_01350,9.569999999999999e-85,62.562,203,246.0,80.79
stu1261,MBLCLPDI_01541,9.899999999999999e-70,36.544000000000004,353,221.0,55.52
stu1263,MBLCLPDI_00036,2.38e-46,30.023000000000003,433,163.0,46.42
stu1264,MBLCLPDI_00506,0.0,49.129,574,600.0,69.34
stu1265,MBLCLPDI_01476,6.43e-41,69.767,86,125.0,82.56
stu1270,MBLCLPDI_00352,0.0,70.014,717,1061.0,82.15
stu1271,MBLCLPDI_00351,8.459999999999996e-173,71.01899999999999,314,479.0,86.62
stu1279,MBLCLPDI_00006,0.0,63.602,805,1051.0,80.5
stu1280,MBLCLPDI_00803,1.7999999999999997e-132,59.547,309,376.0,76.7
stu1281,MBLCLPDI_00072,1.6099999999999995e-114,39.866,449,340.0,58.8
stu1282,MBLCLPDI_01970,9.689999999999998e-133,39.13,506,391.0,61.07
stu1292,MBLCLPDI_01352,0.0,48.522,812,749.0,66.5
stu1294,MBLCLPDI_01353,1.1999999999999994e-167,61.946999999999996,339,467.0,79.65
stu1295,MBLCLPDI_01290,0.0,36.580999999999996,1211,665.0,57.56
stu1296,MBLCLPDI_01291,2.0199999999999998e-75,46.288000000000004,229,224.0,68.12
stu1297,MBLCLPDI_00697,1.7999999999999997e-101,49.291000000000004,282,296.0,68.44
stu1298,MBLCLPDI_00700,3.8099999999999996e-142,58.239,352,403.0,74.15
stu1305,MBLCLPDI_00053,5.1299999999999994e-71,30.785999999999998,471,229.0,50.32
stu1306,MBLCLPDI_00739,0.0,48.731,591,587.0,68.87
stu1309,MBLCLPDI_00203,1.7e-50,38.164,207,159.0,64.73
stu1310,MBLCLPDI_00202,5.959999999999999e-115,61.753,251,326.0,77.29
stu1311,MBLCLPDI_00200,4.1599999999999994e-77,42.809,299,233.0,63.21
stu1312,MBLCLPDI_00201,3.0099999999999994e-72,52.294,218,215.0,70.64
stu1316,MBLCLPDI_01201,1.93e-41,42.857,161,136.0,65.84
stu1317,MBLCLPDI_01200,1.0499999999999998e-92,53.265,291,272.0,70.79
stu1333,MBLCLPDI_01946,9.609999999999999e-89,28.99,683,286.0,49.93
stu1334,MBLCLPDI_01945,3.1199999999999993e-93,54.618,249,271.0,77.11
stu1335,MBLCLPDI_01944,1.57e-35,32.245,245,127.0,55.92
stu1336,MBLCLPDI_01943,2.2999999999999997e-53,37.387,222,167.0,59.91
stu1343,MBLCLPDI_00204,8.14e-49,52.857,140,156.0,67.86
stu1357,MBLCLPDI_01967,4.889999999999999e-64,35.059,425,209.0,56.94
stu1361,MBLCLPDI_01796,8.39e-111,39.957,463,331.0,61.99
stu1363,MBLCLPDI_02042,3.96e-57,46.739,184,175.0,65.22
stu1367,MBLCLPDI_00253,2.8699999999999993e-103,55.336000000000006,253,299.0,75.49
stu1368,MBLCLPDI_00252,6.86e-49,30.365,438,168.0,53.88
stu1371,MBLCLPDI_00069,9.219999999999999e-87,46.263000000000005,281,257.0,66.9
stu1394,MBLCLPDI_01160,4.679999999999999e-84,27.964000000000002,1105,290.0,48.6
stu1395,MBLCLPDI_01161,1.6499999999999997e-81,38.461999999999996,403,251.0,58.06
stu1397,MBLCLPDI_00315,0.0,43.788999999999994,644,550.0,63.35
stu1398,MBLCLPDI_01924,0.0,56.698,642,679.0,73.52
stu1399,MBLCLPDI_01697,6.32e-58,34.857,350,187.0,52.0
stu1400,MBLCLPDI_00368,0.0,70.482,332,499.0,85.24
stu1401,MBLCLPDI_01932,0.0,54.658,483,518.0,68.94
stu1402,MBLCLPDI_01933,2.6799999999999994e-149,54.082,392,424.0,70.92
stu1403,MBLCLPDI_01931,5.409999999999999e-93,42.727,330,276.0,62.42
stu1413,MBLCLPDI_00066,5.46e-69,31.808000000000003,437,230.0,54.69
stu1416,MBLCLPDI_00663,0.0,44.938,810,606.0,61.98
stu1417,MBLCLPDI_01813,3.98e-90,43.161,329,269.0,62.61
stu1418,MBLCLPDI_01283,1.5099999999999997e-109,62.14,243,311.0,78.19
stu1419,MBLCLPDI_01284,3.8299999999999995e-54,53.216,171,165.0,70.76
stu1420,MBLCLPDI_01111,1.08e-33,31.925,213,116.0,58.22
stu1421,MBLCLPDI_01110,4.59e-30,32.673,202,113.0,57.92
stu1425,MBLCLPDI_01301,7.529999999999998e-127,37.626999999999995,590,384.0,59.15
stu1426,MBLCLPDI_01302,1.0999999999999999e-53,41.056999999999995,246,169.0,60.16
stu1427,MBLCLPDI_01303,1.5999999999999998e-122,44.369,444,360.0,62.61
stu1428,MBLCLPDI_01304,5.739999999999998e-93,48.726000000000006,314,275.0,68.47
stu1429,MBLCLPDI_01305,0.0,49.027,822,765.0,65.21
stu1431,MBLCLPDI_01308,4.159999999999999e-97,65.025,203,277.0,77.83
stu1432,MBLCLPDI_01289,2.3499999999999994e-116,55.418,323,347.0,75.23
stu1433,MBLCLPDI_00455,2.0800000000000002e-51,37.079,267,165.0,56.93
stu1450,MBLCLPDI_01762,8.129999999999997e-159,55.051,396,449.0,74.75
stu1455,MBLCLPDI_00439,8.129999999999998e-128,58.333,324,364.0,71.6
stu1456,MBLCLPDI_00650,9.099999999999997e-72,41.176,289,219.0,61.59
stu1457,MBLCLPDI_00649,2.9299999999999993e-86,47.211999999999996,269,254.0,67.29
stu1459,MBLCLPDI_00648,4.479999999999999e-99,66.667,201,283.0,80.1
stu1461,MBLCLPDI_00685,3.96e-102,45.078,386,303.0,61.4
stu1463,MBLCLPDI_00382,7.429999999999999e-68,48.78,205,204.0,69.27
stu1464,MBLCLPDI_00080,8.709999999999999e-45,39.623000000000005,212,146.0,59.91
stu1465,MBLCLPDI_00561,5.3399999999999995e-30,31.579,190,107.0,53.16
stu1483,MBLCLPDI_01180,1.2899999999999997e-118,60.87,276,337.0,75.36
stu1485,MBLCLPDI_01526,5.519999999999999e-133,59.016000000000005,305,376.0,75.41
stu1487,MBLCLPDI_01331,3.56e-40,57.0,100,125.0,75.0
stu1493,MBLCLPDI_01534,1.2299999999999998e-153,54.324,370,433.0,73.51
stu1497,MBLCLPDI_00414,0.0,72.414,667,1004.0,86.51
stu1501,MBLCLPDI_00104,4.589999999999999e-124,43.041000000000004,467,375.0,66.81
stu1502,MBLCLPDI_00105,1.1199999999999997e-126,69.71,241,355.0,83.4
stu1504,MBLCLPDI_00740,0.0,62.1,438,528.0,77.85
stu1520,MBLCLPDI_00551,5.429999999999999e-68,26.018,565,226.0,52.04
stu1521,MBLCLPDI_00005,0.0,66.667,639,837.0,81.06
stu1530,MBLCLPDI_01836,1.58e-45,41.758,182,149.0,61.54
stu1535,MBLCLPDI_01799,1.3899999999999996e-147,54.622,357,417.0,72.83
stu1536,MBLCLPDI_01800,7.999999999999998e-118,63.281000000000006,256,334.0,82.42
stu1537,MBLCLPDI_01801,2.4799999999999996e-127,64.122,262,358.0,84.73
stu1538,MBLCLPDI_01802,6.2499999999999985e-174,65.289,363,485.0,79.89
stu1539,MBLCLPDI_00444,1.8999999999999998e-109,55.788999999999994,285,315.0,70.88
stu1540,MBLCLPDI_01415,3.49e-36,44.361000000000004,133,119.0,64.66
stu1543,MBLCLPDI_01411,4.5999999999999995e-48,36.501999999999995,263,160.0,57.41
stu1544,MBLCLPDI_01414,8.02e-62,47.593999999999994,187,186.0,67.91
stu1545,MBLCLPDI_00388,0.0,52.35,617,619.0,72.61
stu1546,MBLCLPDI_00560,1.2899999999999998e-93,38.161,435,285.0,58.62
stu1548,MBLCLPDI_01286,6.52e-47,71.111,90,141.0,83.33
stu1550,MBLCLPDI_01217,1.1199999999999995e-139,65.455,275,390.0,79.64
stu1553,MBLCLPDI_01591,6.399999999999998e-133,58.199,311,378.0,78.46
stu1554,MBLCLPDI_01596,0.0,52.615,650,671.0,68.15
stu1556,MBLCLPDI_01531,7.1e-33,25.368000000000002,272,119.0,53.31
stu1557,MBLCLPDI_01535,5.1299999999999983e-104,52.632,285,301.0,67.72
stu1560,MBLCLPDI_00250,1.5399999999999996e-153,52.968999999999994,421,437.0,69.83
stu1561,MBLCLPDI_00727,2.5199999999999996e-79,31.76,699,265.0,50.5
stu1562,MBLCLPDI_00725,6.539999999999999e-38,43.42100000000001,152,127.0,64.47
stu1563,MBLCLPDI_00765,3.59e-59,46.428999999999995,196,182.0,66.33
stu1566,MBLCLPDI_00766,2.1899999999999992e-83,49.187,246,246.0,69.11
stu1568,MBLCLPDI_00262,0.0,57.732,485,553.0,73.4
stu1569,MBLCLPDI_01986,5.74e-41,27.393,303,140.0,53.47
stu1574,MBLCLPDI_01501,0.0,69.038,520,753.0,81.73
stu1576,MBLCLPDI_00261,8.479999999999998e-116,40.986999999999995,466,343.0,62.02
stu1583,MBLCLPDI_00526,2.5699999999999995e-76,37.5,352,236.0,56.82
stu1585,MBLCLPDI_00474,1.6199999999999995e-177,44.665,656,519.0,63.41
stu1586,MBLCLPDI_01035,4.93e-38,44.696999999999996,132,122.0,65.15
stu1606,MBLCLPDI_01395,4.129999999999999e-84,56.338,213,244.0,70.89
stu1608,MBLCLPDI_01396,1.65e-31,25.628,398,118.0,45.48
stu1609,MBLCLPDI_01397,1.8099999999999998e-110,60.417,240,314.0,77.5
stu1610,MBLCLPDI_01398,5.62e-53,57.553999999999995,139,160.0,70.5
stu1614,MBLCLPDI_00050,0.0,74.032,697,1033.0,88.09
stu1615,MBLCLPDI_01366,3.23e-58,33.246,382,189.0,51.83
stu1616,MBLCLPDI_01367,2.4399999999999996e-65,41.056999999999995,246,200.0,60.16
stu1617,MBLCLPDI_01368,1.4599999999999999e-30,49.138000000000005,116,102.0,70.69
stu1618,MBLCLPDI_01369,1.15e-61,46.354,192,187.0,69.79
stu1619,MBLCLPDI_01370,8.299999999999999e-70,50.246,203,208.0,69.46
stu1621,MBLCLPDI_01372,1.4299999999999996e-178,63.611999999999995,371,497.0,78.98
stu1622,MBLCLPDI_01373,8.54e-65,50.0,170,192.0,74.71
stu1623,MBLCLPDI_00470,5.89e-38,32.542,295,132.0,52.88
stu1625,MBLCLPDI_01592,0.0,60.338,474,582.0,74.68
stu1626,MBLCLPDI_01593,0.0,57.927,492,561.0,75.2
stu1632,MBLCLPDI_01332,6.199999999999999e-81,66.082,171,233.0,78.36
stu1634,MBLCLPDI_00169,3.9299999999999998e-59,49.451,182,179.0,64.29
stu1637,MBLCLPDI_00536,2.31e-48,50.685,146,149.0,71.23
stu1641,MBLCLPDI_01917,1.08e-42,28.533,368,152.0,53.8
stu1643,MBLCLPDI_01821,1.09e-44,26.375,618,166.0,49.03
stu1647,MBLCLPDI_00724,4.699999999999999e-83,43.558,326,252.0,63.19
stu1648,MBLCLPDI_00723,9.33e-38,42.675,157,124.0,61.15
stu1649,MBLCLPDI_00722,2.2799999999999998e-66,51.111000000000004,180,197.0,74.44
stu1650,MBLCLPDI_00407,3.6899999999999986e-121,55.11600000000001,303,346.0,73.27
stu1653,MBLCLPDI_00321,3.5399999999999997e-37,37.611,226,129.0,57.08
stu1667,MBLCLPDI_00493,4.62e-45,29.340999999999998,334,152.0,48.8
stu1671,MBLCLPDI_01908,9.040000000000001e-35,34.559,272,122.0,45.22
stu1672,MBLCLPDI_01803,4.1099999999999984e-162,37.608000000000004,811,485.0,55.36
stu1699,MBLCLPDI_00582,2.179999999999999e-175,56.208,443,495.0,74.94
stu1700,MBLCLPDI_00670,1.04e-92,47.431999999999995,331,275.0,62.54
stu1701,MBLCLPDI_00669,6.049999999999999e-114,31.951999999999998,748,357.0,53.21
stu1703,MBLCLPDI_00667,1.7899999999999994e-135,59.048,315,383.0,75.87
stu1710,MBLCLPDI_00375,2.2499999999999994e-161,53.17100000000001,410,456.0,73.41
stu1711,MBLCLPDI_00376,2.4299999999999996e-97,51.953,256,282.0,74.22
stu1716,MBLCLPDI_00055,4.6399999999999995e-32,36.869,198,131.0,59.6
stu1724,MBLCLPDI_02065,2.0100000000000003e-25,26.910999999999998,327,100.0,47.4
stu1725,MBLCLPDI_01294,0.0,48.22,674,619.0,66.47
stu1726,MBLCLPDI_00273,1.7399999999999998e-110,46.505,372,324.0,63.98
stu1727,MBLCLPDI_00272,4.33e-42,51.667,120,131.0,70.0
stu1730,MBLCLPDI_00396,0.0,66.583,793,1073.0,80.45
stu1732,MBLCLPDI_01733,2.0599999999999997e-83,61.622,185,246.0,75.68
stu1733,MBLCLPDI_00995,1.31e-53,56.757,148,168.0,70.95
stu1738,MBLCLPDI_01317,1.73e-32,44.696999999999996,132,108.0,58.33
stu1740,MBLCLPDI_01738,5.489999999999999e-71,54.301,186,209.0,73.12
stu1741,MBLCLPDI_00726,7.309999999999999e-54,54.676,139,163.0,70.5
stu1742,MBLCLPDI_01320,3.97e-80,39.216,357,245.0,58.54
stu1748,MBLCLPDI_00415,0.0,73.589,939,1441.0,86.26
stu1752,MBLCLPDI_00009,7.969999999999999e-37,78.48100000000001,79,114.0,91.14
stu1753,MBLCLPDI_00008,2.5e-53,49.231,195,164.0,58.97
stu1754,MBLCLPDI_00007,1.7399999999999999e-43,67.021,94,133.0,76.6
stu1761,MBLCLPDI_01382,0.0,53.993,889,931.0,70.64
stu1762,MBLCLPDI_00588,0.0,42.105,798,581.0,60.03
stu1767,MBLCLPDI_00690,0.0,43.75,832,633.0,61.42
stu1770,MBLCLPDI_00373,6.989999999999999e-153,62.315,337,429.0,76.85
stu1772,MBLCLPDI_00371,2.3299999999999998e-66,48.133,241,201.0,62.66
stu1774,MBLCLPDI_01673,0.0,60.573,558,704.0,77.6
stu1776,MBLCLPDI_01337,0.0,60.09,446,578.0,77.35
stu1782,MBLCLPDI_00427,1.6799999999999994e-175,62.129,404,491.0,79.95
stu1788,MBLCLPDI_00426,8.339999999999997e-134,57.692,338,380.0,72.49
stu1789,MBLCLPDI_01638,0.0,70.58,690,1019.0,84.35
stu1790,MBLCLPDI_01639,1.0299999999999998e-86,71.795,156,246.0,87.18
stu1791,MBLCLPDI_01640,9.219999999999998e-78,83.088,136,223.0,87.5
stu1793,MBLCLPDI_00237,4.209999999999999e-91,49.623999999999995,266,267.0,68.8
stu1796,MBLCLPDI_01298,1.0099999999999999e-32,33.645,214,114.0,53.27
stu1797,MBLCLPDI_01299,3.4499999999999995e-85,53.99100000000001,213,248.0,74.18
stu1798,MBLCLPDI_01300,1.0399999999999999e-100,51.876999999999995,293,293.0,65.19
stu1799,MBLCLPDI_00231,5.679999999999998e-107,53.103,290,309.0,71.03
stu1800,MBLCLPDI_00230,2.03e-55,51.111000000000004,180,170.0,65.0
stu1801,MBLCLPDI_00229,3.1299999999999994e-84,46.428999999999995,252,249.0,68.25
stu1803,MBLCLPDI_00589,2.58e-43,58.416000000000004,101,133.0,80.2
stu1804,MBLCLPDI_01951,1.5699999999999997e-37,43.528999999999996,170,126.0,60.0
stu1806,MBLCLPDI_00579,3.3999999999999997e-47,29.660999999999998,354,160.0,47.46
stu1807,MBLCLPDI_02057,1.2399999999999997e-64,59.864,147,191.0,74.15
stu1810,MBLCLPDI_02107,3.1299999999999996e-71,45.56,259,216.0,66.41
stu1811,MBLCLPDI_02108,2.89e-32,51.818000000000005,110,105.0,69.09
stu1812,MBLCLPDI_00820,0.0,64.317,454,622.0,80.84
stu1813,MBLCLPDI_00819,0.0,65.128,390,526.0,80.51
stu1814,MBLCLPDI_01336,1.5299999999999994e-162,49.31,507,466.0,64.5
stu1817,MBLCLPDI_00337,2.4099999999999996e-100,60.177,226,287.0,78.76
stu1818,MBLCLPDI_00336,3.8199999999999994e-80,87.234,141,229.0,93.62
stu1823,MBLCLPDI_00328,0.0,65.487,452,625.0,82.08
stu1824,MBLCLPDI_00327,1.29e-41,43.103,174,133.0,58.62
stu1832,MBLCLPDI_00402,4.559999999999999e-136,55.357,336,386.0,74.4
stu1833,MBLCLPDI_00403,8.449999999999997e-148,68.942,293,413.0,83.62
stu1836,MBLCLPDI_01343,2.7699999999999996e-33,34.239000000000004,184,115.0,60.33
stu1837,MBLCLPDI_01344,1.7899999999999996e-29,36.774,155,103.0,56.13
stu1838,MBLCLPDI_00696,3.7999999999999986e-146,52.91,378,415.0,67.99
stu1839,MBLCLPDI_00695,6.859999999999998e-97,63.248000000000005,234,278.0,75.64
stu1842,MBLCLPDI_00661,8.759999999999999e-47,37.102,283,154.0,54.06
stu1844,MBLCLPDI_00354,1.8299999999999997e-50,47.26,146,156.0,69.86
stu1848,MBLCLPDI_01386,1.49e-49,42.995,207,156.0,61.35
stu1849,MBLCLPDI_01387,1.1e-36,58.427,89,116.0,71.91
stu1857,MBLCLPDI_00611,2.229999999999999e-150,53.885,399,427.0,71.93
stu1858,MBLCLPDI_00610,1.3699999999999996e-45,33.333,264,152.0,56.44
stu1865,MBLCLPDI_00603,7.049999999999999e-61,38.87,301,193.0,55.81
stu1867,MBLCLPDI_01643,0.0,72.148,1192,1790.0,84.73
stu1868,MBLCLPDI_01644,0.0,69.791,1195,1758.0,84.69
stu1870,MBLCLPDI_00154,1.0399999999999996e-122,44.365,417,358.0,64.03
stu1875,MBLCLPDI_01295,0.0,48.325,567,536.0,67.9
stu1876,MBLCLPDI_01296,8.44e-42,54.31,116,130.0,76.72
stu1881,MBLCLPDI_00350,4.8099999999999994e-54,66.667,126,177.0,80.16
stu1885,MBLCLPDI_01953,0.0,46.74100000000001,629,598.0,66.61
stu1894,MBLCLPDI_01760,3.1199999999999996e-64,58.025,162,191.0,75.31
stu1899,MBLCLPDI_00256,3.42e-114,55.943999999999996,286,327.0,72.73
stu1907,MBLCLPDI_01608,2.9599999999999994e-60,69.531,128,177.0,79.69
stu1908,MBLCLPDI_01609,6.449999999999998e-138,60.06399999999999,313,389.0,78.91
stu1909,MBLCLPDI_01610,9.389999999999999e-71,85.6,125,204.0,92.8
stu1910,MBLCLPDI_01611,6.159999999999999e-67,79.339,121,194.0,90.91
stu1912,MBLCLPDI_01613,6.25e-39,79.167,72,119.0,88.89
stu1913,MBLCLPDI_01614,1.7e-106,65.438,217,301.0,79.72
stu1914,MBLCLPDI_01615,3.089999999999999e-160,51.86,430,455.0,71.16
stu1915,MBLCLPDI_01616,1.52e-60,65.753,146,179.0,77.4
stu1917,MBLCLPDI_01618,4.329999999999999e-84,76.074,163,241.0,87.73
stu1918,MBLCLPDI_01619,2.7199999999999996e-62,74.57600000000001,118,182.0,88.14
stu1919,MBLCLPDI_01620,2.03e-67,57.303000000000004,178,199.0,75.84
stu1920,MBLCLPDI_01621,5.56e-71,73.485,132,205.0,87.12
stu1921,MBLCLPDI_01622,5.96e-34,80.328,61,106.0,88.52
stu1922,MBLCLPDI_01623,4.359999999999999e-104,76.667,180,293.0,88.33
stu1923,MBLCLPDI_01624,6.189999999999999e-38,60.784,102,119.0,72.55
stu1924,MBLCLPDI_01625,2.8499999999999997e-67,79.508,122,195.0,88.52
stu1925,MBLCLPDI_01626,3.57e-39,68.235,85,121.0,81.18
stu1927,MBLCLPDI_01628,2.5799999999999996e-80,82.22200000000001,135,229.0,90.37
stu1928,MBLCLPDI_01629,6.709999999999998e-128,76.923,221,356.0,90.05
stu1929,MBLCLPDI_01630,6.110000000000001e-58,76.52199999999999,115,171.0,86.96
stu1930,MBLCLPDI_01631,1.26e-53,82.22200000000001,90,158.0,87.78
stu1931,MBLCLPDI_01632,1.2099999999999997e-145,73.723,274,405.0,82.85
stu1933,MBLCLPDI_01634,1.5899999999999997e-102,65.7,207,291.0,82.61
stu1934,MBLCLPDI_01635,4.339999999999999e-100,66.827,208,285.0,81.25
stu1935,MBLCLPDI_01636,1.52e-58,76.471,102,171.0,92.16
stu1936,MBLCLPDI_00578,1.8599999999999998e-153,63.746,331,430.0,78.25
stu1939,MBLCLPDI_00258,5.0399999999999994e-30,39.597,149,102.0,56.38
stu1940,MBLCLPDI_00074,0.0,65.34,427,603.0,83.14
stu1957,MBLCLPDI_00538,0.0,61.408,412,520.0,76.21
stu1959,MBLCLPDI_00584,4.779999999999999e-37,64.706,85,116.0,77.65
stu1960,MBLCLPDI_00585,3.9999999999999994e-68,68.84100000000001,138,199.0,86.96
stu1963,MBLCLPDI_01454,0.0,63.324,728,966.0,77.06
stu1966,MBLCLPDI_01453,1.28e-92,71.429,182,265.0,81.87
stu1969,MBLCLPDI_00812,0.0,56.507,584,682.0,75.0
stu1971,MBLCLPDI_02010,1.7999999999999992e-168,55.059,425,475.0,68.94
stu1972,MBLCLPDI_01208,6.7e-50,41.27,252,164.0,52.78
stu1997,MBLCLPDI_00550,5.549999999999999e-108,71.14399999999999,201,304.0,83.58
stu1999,MBLCLPDI_00012,0.0,57.61600000000001,453,533.0,76.16
stu2000,MBLCLPDI_00011,3.679999999999999e-63,61.224,147,187.0,81.63
stu2001,MBLCLPDI_00010,5.179999999999998e-121,34.667,600,371.0,58.17
stu2002,MBLCLPDI_02104,0.0,65.53399999999999,618,816.0,79.45
stu2003,MBLCLPDI_00687,0.0,68.51899999999999,378,512.0,79.63
stu2004,MBLCLPDI_00317,4.419999999999999e-80,31.906999999999996,561,259.0,52.41
stu2006,MBLCLPDI_00456,2.0199999999999998e-42,48.438,192,137.0,57.81
stu2007,MBLCLPDI_01605,1.6899999999999995e-77,46.825,252,232.0,68.65
stu2008,MBLCLPDI_01606,1.8499999999999998e-78,45.091,275,236.0,64.36
stu2009,MBLCLPDI_01607,2.62e-81,45.221000000000004,272,242.0,66.18
stu2010,MBLCLPDI_00571,5.5199999999999986e-64,56.18600000000001,194,191.0,68.56
stu2012,MBLCLPDI_00569,4.989999999999999e-62,31.323,431,202.0,51.97
stu2013,MBLCLPDI_00568,7.149999999999999e-63,28.261,414,204.0,54.35
stu2015,MBLCLPDI_00004,8.569999999999997e-111,46.277,376,324.0,66.22
