qseqid,sseqid,evalue_x,pident_x,length_x,bitscore_x,ppos_x,qcovs_x,evalue_y,pident_y,length_y,bitscore_y,ppos_y,qcovs_y
WP_003667180.1,WP_003667180.1,1.6999999999999996e-182,100.0,319,631.3,100.0,100.0,1.5999999999999997e-182,100.0,319,631.3,100.0,100.0
WP_003667181.1,WP_003667181.1,4.999999999999999e-136,100.0,232,476.5,100.0,100.0,4.899999999999999e-136,100.0,232,476.5,100.0,100.0
WP_003667184.1,WP_003667184.1,0.0,100.0,675,1342.4,100.0,100.0,0.0,100.0,675,1342.4,100.0,100.0
WP_003667185.1,WP_003667185.1,1.4999999999999995e-163,100.0,272,568.2,100.0,100.0,1.3999999999999997e-163,100.0,272,568.2,100.0,100.0
WP_003667186.1,WP_003667186.1,5.899999999999999e-103,100.0,188,366.3,100.0,100.0,5.799999999999998e-103,100.0,188,366.3,100.0,100.0
WP_003667187.1,WP_003667187.1,5.899999999999998e-166,100.0,297,576.2,100.0,100.0,5.799999999999998e-166,100.0,297,576.2,100.0,100.0
WP_003667188.1,WP_003667188.1,3.6999999999999986e-165,100.0,283,573.5,100.0,100.0,3.599999999999999e-165,100.0,283,573.5,100.0,100.0
WP_003667189.1,WP_003667189.1,2.0999999999999997e-174,100.0,303,604.4,100.0,100.0,1.9999999999999995e-174,100.0,303,604.4,100.0,100.0
WP_003667190.1,WP_003667190.1,9.099999999999998e-127,100.0,223,445.7,100.0,100.0,8.899999999999997e-127,100.0,223,445.7,100.0,100.0
WP_003667191.1,WP_003667191.1,4.9999999999999987e-132,100.0,265,463.4,100.0,100.0,4.8999999999999986e-132,100.0,265,463.4,100.0,100.0
WP_003667193.1,WP_003667193.1,2.4999999999999995e-158,100.0,281,550.8,100.0,100.0,2.4999999999999995e-158,100.0,281,550.8,100.0,100.0
WP_003667195.1,WP_003667195.1,1.7999999999999993e-246,100.0,455,844.3,100.0,100.0,1.7999999999999993e-246,100.0,455,844.3,100.0,100.0
WP_003667197.1,WP_003667197.1,1.2999999999999995e-182,100.0,329,631.7,100.0,100.0,1.2999999999999995e-182,100.0,329,631.7,100.0,100.0
WP_003667199.1,WP_003667199.1,6.6e-54,100.0,245,203.8,100.0,100.0,6.5e-54,100.0,245,203.8,100.0,100.0
WP_003667200.1,WP_003667200.1,4.799999999999999e-154,100.0,273,536.6,100.0,100.0,4.6999999999999995e-154,100.0,273,536.6,100.0,100.0
WP_003667202.1,WP_003667202.1,2.199999999999999e-276,100.0,455,943.7,100.0,100.0,2.099999999999999e-276,100.0,455,943.7,100.0,100.0
WP_003667203.1,WP_003667203.1,2.599999999999999e-160,100.0,274,557.4,100.0,100.0,2.599999999999999e-160,100.0,274,557.4,100.0,100.0
WP_003667207.1,WP_003667207.1,9.999999999999995e-235,100.0,391,805.1,100.0,100.0,9.999999999999995e-235,100.0,391,805.1,100.0,100.0
WP_003667208.1,WP_003667208.1,1.0999999999999998e-71,100.0,132,261.9,100.0,100.0,1.0999999999999998e-71,100.0,132,261.9,100.0,100.0
WP_003667209.1,WP_003667209.1,5.9999999999999996e-55,100.0,99,206.8,100.0,52.4,5.899999999999999e-55,100.0,99,206.8,100.0,52.4
WP_003667210.1,WP_003667210.1,0.0,100.0,534,1081.6,100.0,100.0,0.0,100.0,534,1081.6,100.0,100.0
WP_003667212.1,WP_003667212.1,5.399999999999997e-267,100.0,460,912.5,100.0,100.0,5.299999999999997e-267,100.0,460,912.5,100.0,100.0
WP_003667214.1,WP_003667214.1,7.299999999999997e-242,100.0,425,828.9,100.0,100.0,7.099999999999996e-242,100.0,425,828.9,100.0,100.0
WP_003667221.1,WP_003667221.1,4.199999999999998e-172,100.0,296,596.7,100.0,100.0,4.099999999999999e-172,100.0,296,596.7,100.0,100.0
WP_003667224.1,WP_003667224.1,1.9999999999999995e-129,100.0,234,454.5,100.0,100.0,1.9999999999999995e-129,100.0,234,454.5,100.0,100.0
WP_003667226.1,WP_003667226.1,8.7e-30,100.0,65,121.7,100.0,100.0,8.6e-30,100.0,65,121.7,100.0,100.0
WP_003667227.1,WP_003667227.1,1.5999999999999995e-143,100.0,259,501.5,100.0,100.0,1.5999999999999995e-143,100.0,259,501.5,100.0,100.0
WP_003667230.1,WP_003667230.1,1.3999999999999997e-167,100.0,288,581.6,100.0,100.0,1.2999999999999996e-167,100.0,288,581.6,100.0,100.0
WP_003667231.1,WP_003667231.1,1.0999999999999997e-124,100.0,218,438.7,100.0,100.0,1.0999999999999997e-124,100.0,218,438.7,100.0,100.0
WP_003667233.1,WP_003667233.1,9.499999999999997e-91,100.0,154,325.5,100.0,100.0,9.299999999999998e-91,100.0,154,325.5,100.0,100.0
WP_003667234.1,WP_003667234.1,8.299999999999998e-97,100.0,189,345.9,100.0,100.0,8.099999999999999e-97,100.0,189,345.9,100.0,100.0
WP_003667235.1,WP_003667235.1,1.3999999999999994e-162,100.0,298,565.1,100.0,100.0,1.2999999999999997e-162,100.0,298,565.1,100.0,100.0
WP_003667237.1,WP_003667237.1,6.1999999999999965e-263,100.0,459,899.0,100.0,100.0,6.099999999999997e-263,100.0,459,899.0,100.0,100.0
WP_003667239.1,WP_003667239.1,1.0999999999999994e-257,100.0,498,881.7,100.0,100.0,1.0999999999999994e-257,100.0,498,881.7,100.0,100.0
WP_003667241.1,WP_003667241.1,1.5999999999999998e-157,100.0,278,548.1,100.0,100.0,1.5999999999999998e-157,100.0,278,548.1,100.0,100.0
WP_003667242.1,WP_003667242.1,7.899999999999997e-177,100.0,313,612.5,100.0,100.0,7.699999999999998e-177,100.0,313,612.5,100.0,100.0
WP_003667243.1,WP_003667243.1,2.8999999999999986e-268,100.0,460,916.8,100.0,100.0,2.7999999999999985e-268,100.0,460,916.8,100.0,100.0
WP_003667244.1,WP_003667244.1,1.9e-39,100.0,79,154.1,100.0,100.0,1.9e-39,100.0,79,154.1,100.0,100.0
WP_003667245.1,WP_003667245.1,4.199999999999997e-239,100.0,405,819.7,100.0,100.0,4.099999999999998e-239,100.0,405,819.7,100.0,100.0
WP_003667246.1,WP_003667246.1,3.099999999999998e-300,100.0,508,1023.1,100.0,100.0,3.099999999999998e-300,100.0,508,1023.1,100.0,100.0
WP_003667247.1,WP_003667247.1,4.099999999999999e-65,100.0,120,240.0,100.0,100.0,4e-65,100.0,120,240.0,100.0,100.0
WP_003667248.1,WP_003667248.1,9.299999999999996e-217,100.0,375,745.3,100.0,100.0,9.099999999999996e-217,100.0,375,745.3,100.0,100.0
WP_003667249.1,WP_003667249.1,2.899999999999999e-66,100.0,124,243.8,100.0,100.0,2.899999999999999e-66,100.0,124,243.8,100.0,100.0
WP_003667250.1,WP_003667250.1,1.5999999999999993e-255,100.0,458,874.4,100.0,100.0,1.5999999999999993e-255,100.0,458,874.4,100.0,100.0
WP_003667251.1,WP_003667251.1,2.4999999999999986e-247,100.0,412,847.0,100.0,100.0,2.3999999999999985e-247,100.0,412,847.0,100.0,100.0
WP_003667252.1,WP_003667252.1,3.699999999999999e-151,100.0,263,526.9,100.0,100.0,3.599999999999999e-151,100.0,263,526.9,100.0,100.0
WP_003667254.1,WP_003667254.1,3.899999999999999e-119,100.0,215,420.2,100.0,100.0,3.899999999999999e-119,100.0,215,420.2,100.0,100.0
WP_003667257.1,WP_003667257.1,0.0,100.0,1179,2305.8,100.0,100.0,0.0,100.0,1179,2305.8,100.0,100.0
WP_003667258.1,WP_003667258.1,1.9e-43,100.0,90,167.5,100.0,100.0,1.9e-43,100.0,90,167.5,100.0,100.0
WP_003667261.1,WP_003667261.1,2.7e-61,100.0,118,227.3,100.0,100.0,2.6e-61,100.0,118,227.3,100.0,100.0
WP_003667265.1,WP_003667265.1,1.7999999999999997e-101,100.0,180,361.3,100.0,100.0,1.7999999999999997e-101,100.0,180,361.3,100.0,100.0
WP_003667268.1,WP_003667268.1,2.899999999999998e-298,100.0,508,1016.5,100.0,100.0,2.899999999999998e-298,100.0,508,1016.5,100.0,100.0
WP_003667270.1,WP_003667270.1,1.9999999999999996e-92,100.0,177,331.3,100.0,100.0,1.8999999999999997e-92,100.0,177,331.3,100.0,100.0
WP_003667271.1,WP_003667271.1,3.2e-29,100.0,62,119.8,100.0,100.0,3.0999999999999997e-29,100.0,62,119.8,100.0,100.0
WP_003667273.1,WP_003667273.1,4.899999999999999e-71,100.0,119,259.6,100.0,100.0,4.799999999999999e-71,100.0,119,259.6,100.0,100.0
WP_003667289.1,WP_003667289.1,1.8999999999999996e-70,100.0,118,257.7,100.0,100.0,1.7999999999999998e-70,100.0,118,257.7,100.0,100.0
WP_003667292.1,WP_003667292.1,3.699999999999998e-301,100.0,514,1026.2,100.0,100.0,3.699999999999998e-301,100.0,514,1026.2,100.0,100.0
WP_003667293.1,WP_003667293.1,2.6999999999999995e-105,100.0,237,374.4,100.0,100.0,2.6999999999999995e-105,100.0,237,374.4,100.0,100.0
WP_003667295.1,WP_003667295.1,1.4999999999999991e-267,100.0,499,914.4,100.0,100.0,1.4999999999999991e-267,100.0,499,914.4,100.0,100.0
WP_003667296.1,WP_003667296.1,4.699999999999998e-165,100.0,276,573.2,100.0,100.0,4.599999999999999e-165,100.0,276,573.2,100.0,100.0
WP_003667298.1,WP_003667298.1,1.7999999999999994e-119,100.0,214,421.4,100.0,100.0,1.6999999999999993e-119,100.0,214,421.4,100.0,100.0
WP_003667300.1,WP_003667300.1,1.0999999999999995e-256,100.0,466,878.2,100.0,100.0,1.0999999999999995e-256,100.0,466,878.2,100.0,100.0
WP_003667304.1,WP_003667304.1,2.999999999999999e-136,100.0,236,477.2,100.0,100.0,2.899999999999999e-136,100.0,236,477.2,100.0,100.0
WP_003667307.1,WP_003667307.1,1.2999999999999991e-290,100.0,488,991.1,100.0,100.0,1.1999999999999993e-290,100.0,488,991.1,100.0,100.0
WP_003667309.1,WP_003667309.1,1.5999999999999998e-157,100.0,275,548.1,100.0,100.0,1.5999999999999998e-157,100.0,275,548.1,100.0,100.0
WP_003667312.1,WP_003667312.1,9.999999999999999e-90,100.0,150,322.0,100.0,100.0,9.999999999999999e-90,100.0,150,322.0,100.0,100.0
WP_003667314.1,WP_003667314.1,0.0,100.0,628,1339.7,100.0,100.0,0.0,100.0,628,1339.7,100.0,100.0
WP_003667315.1,WP_003667315.1,8.799999999999997e-192,100.0,319,662.1,100.0,100.0,8.699999999999995e-192,100.0,319,662.1,100.0,100.0
WP_003667316.1,WP_003667316.1,0.0,100.0,589,1153.7,100.0,100.0,0.0,100.0,589,1153.7,100.0,100.0
WP_003667318.1,WP_003667318.1,7.499999999999998e-146,100.0,249,509.2,100.0,100.0,7.299999999999998e-146,100.0,249,509.2,100.0,100.0
WP_003667320.1,WP_003667320.1,7.499999999999997e-174,100.0,288,602.4,100.0,100.0,7.299999999999997e-174,100.0,288,602.4,100.0,100.0
WP_003667321.1,WP_003667321.1,9.099999999999996e-220,100.0,380,755.4,100.0,100.0,8.899999999999996e-220,100.0,380,755.4,100.0,100.0
WP_003667322.1,WP_003667322.1,1.2999999999999995e-123,100.0,233,435.3,100.0,100.0,1.2999999999999995e-123,100.0,233,435.3,100.0,100.0
WP_003667324.1,WP_003667324.1,2.999999999999999e-139,100.0,249,487.3,100.0,100.0,2.999999999999999e-139,100.0,249,487.3,100.0,100.0
WP_003667327.1,WP_003667327.1,1.7999999999999997e-145,100.0,263,508.1,100.0,100.0,1.6999999999999996e-145,100.0,263,508.1,100.0,100.0
WP_003667329.1,WP_003667329.1,6.399999999999997e-273,100.0,446,932.2,100.0,100.0,6.2999999999999965e-273,100.0,446,932.2,100.0,100.0
WP_003667332.1,WP_003667332.1,4.2000000000000005e-58,100.0,104,216.5,100.0,100.0,4.099999999999999e-58,100.0,104,216.5,100.0,100.0
WP_003667334.1,WP_003667334.1,2.6999999999999995e-105,100.0,178,374.0,100.0,100.0,2.5999999999999995e-105,100.0,178,374.0,100.0,100.0
WP_003667336.1,WP_003667336.1,4.899999999999997e-260,100.0,457,889.4,100.0,100.0,4.799999999999997e-260,100.0,457,889.4,100.0,100.0
WP_003667337.1,WP_003667337.1,2.8999999999999983e-213,100.0,383,733.8,100.0,100.0,2.7999999999999993e-213,100.0,383,733.8,100.0,100.0
WP_003667338.1,WP_003667338.1,2.6e-53,100.0,112,200.7,100.0,100.0,2.5e-53,100.0,112,200.7,100.0,100.0
WP_003667341.1,WP_003667341.1,2.899999999999999e-75,100.0,137,273.9,100.0,100.0,2.7999999999999995e-75,100.0,137,273.9,100.0,100.0
WP_003667343.1,WP_003667343.1,5.499999999999999e-141,100.0,249,493.0,100.0,100.0,5.399999999999999e-141,100.0,249,493.0,100.0,100.0
WP_003667346.1,WP_003667346.1,2.7999999999999996e-105,100.0,186,374.0,100.0,100.0,2.6999999999999995e-105,100.0,186,374.0,100.0,100.0
WP_003667350.1,WP_003667350.1,8.299999999999996e-232,100.0,397,795.4,100.0,100.0,8.099999999999996e-232,100.0,397,795.4,100.0,100.0
WP_003667353.1,WP_003667353.1,2.4999999999999986e-253,100.0,434,867.1,100.0,100.0,2.399999999999999e-253,100.0,434,867.1,100.0,100.0
WP_003667355.1,WP_003667355.1,2.399999999999999e-217,100.0,373,747.3,100.0,100.0,2.399999999999999e-217,100.0,373,747.3,100.0,100.0
WP_003667357.1,WP_003667357.1,4e-52,100.0,94,196.4,100.0,100.0,4e-52,100.0,94,196.4,100.0,100.0
WP_003667358.1,WP_003667358.1,1.3e-40,100.0,76,157.9,100.0,100.0,1.3e-40,100.0,76,157.9,100.0,100.0
WP_003667360.1,WP_003667360.1,3.1e-44,100.0,123,170.6,100.0,100.0,2.9999999999999997e-44,100.0,123,170.6,100.0,100.0
WP_003667362.1,WP_003667362.1,1.1999999999999998e-60,100.0,110,224.9,100.0,100.0,1.1999999999999998e-60,100.0,110,224.9,100.0,100.0
WP_003667363.1,WP_003667363.1,7.299999999999999e-83,100.0,203,299.7,100.0,100.0,7.199999999999999e-83,100.0,203,299.7,100.0,100.0
WP_003667365.1,WP_003667365.1,1.1999999999999997e-140,100.0,251,491.9,100.0,100.0,1.1999999999999997e-140,100.0,251,491.9,100.0,100.0
WP_003667367.1,WP_003667367.1,0.0,100.0,878,1749.9,100.0,100.0,0.0,100.0,878,1749.9,100.0,100.0
WP_003667369.1,WP_003667369.1,1.3999999999999993e-203,100.0,339,701.4,100.0,100.0,1.3999999999999993e-203,100.0,339,701.4,100.0,100.0
WP_003667371.1,WP_003667371.1,0.0,100.0,723,1456.4,100.0,100.0,0.0,100.0,723,1456.4,100.0,100.0
WP_003667373.1,WP_003667373.1,4.099999999999999e-95,100.0,170,340.1,100.0,100.0,3.9999999999999986e-95,100.0,170,340.1,100.0,100.0
WP_003667376.1,WP_003667376.1,8.7e-313,100.0,611,1065.1,100.0,100.0,8.5e-313,100.0,611,1065.1,100.0,100.0
WP_003667379.1,WP_003667379.1,1.1e-42,100.0,82,164.9,100.0,100.0,1.1e-42,100.0,82,164.9,100.0,100.0
WP_003667383.1,WP_003667383.1,5.999999999999998e-120,100.0,213,422.9,100.0,100.0,5.899999999999999e-120,100.0,213,422.9,100.0,100.0
WP_003667385.1,WP_003667385.1,9.999999999999998e-191,100.0,337,658.7,100.0,100.0,9.999999999999998e-191,100.0,337,658.7,100.0,100.0
WP_003667387.1,WP_003667387.1,1.8e-62,100.0,116,231.1,100.0,100.0,1.8e-62,100.0,116,231.1,100.0,100.0
WP_003667390.1,WP_003667390.1,2.2999999999999993e-162,100.0,288,564.3,100.0,100.0,2.1999999999999997e-162,100.0,288,564.3,100.0,100.0
WP_003667392.1,WP_003667392.1,1.2999999999999996e-145,100.0,253,508.4,100.0,100.0,1.2999999999999996e-145,100.0,253,508.4,100.0,100.0
WP_003667393.1,WP_003667393.1,1.0999999999999995e-289,100.0,504,988.0,100.0,100.0,1.0999999999999995e-289,100.0,504,988.0,100.0,100.0
WP_003667397.1,WP_003667397.1,7.799999999999999e-180,100.0,323,622.5,100.0,100.0,7.699999999999998e-180,100.0,323,622.5,100.0,100.0
WP_003667398.1,WP_003667398.1,6.399999999999997e-218,100.0,371,749.2,100.0,100.0,6.299999999999999e-218,100.0,371,749.2,100.0,100.0
WP_003667400.1,WP_003667400.1,7.2e-38,100.0,70,148.7,100.0,100.0,7.099999999999999e-38,100.0,70,148.7,100.0,100.0
WP_003667402.1,WP_003667402.1,7.499999999999999e-135,100.0,241,472.6,100.0,100.0,7.299999999999998e-135,100.0,241,472.6,100.0,100.0
WP_003667403.1,WP_003667403.1,2.2999999999999994e-107,100.0,184,380.9,100.0,100.0,2.1999999999999995e-107,100.0,184,380.9,100.0,100.0
WP_003667405.1,WP_003667405.1,2.299999999999999e-201,100.0,343,694.1,100.0,100.0,2.199999999999999e-201,100.0,343,694.1,100.0,100.0
WP_003667406.1,WP_003667406.1,3.499999999999999e-138,100.0,257,483.8,100.0,100.0,3.399999999999999e-138,100.0,257,483.8,100.0,100.0
WP_003667411.1,WP_003667411.1,1.5999999999999995e-143,100.0,262,501.5,100.0,100.0,1.5999999999999995e-143,100.0,262,501.5,100.0,100.0
WP_003667412.1,WP_003667412.1,1.5999999999999997e-154,100.0,266,538.1,100.0,100.0,1.5999999999999997e-154,100.0,266,538.1,100.0,100.0
WP_003667417.1,WP_003667417.1,2.1999999999999995e-190,100.0,321,657.5,100.0,100.0,2.0999999999999994e-190,100.0,321,657.5,100.0,100.0
WP_003667418.1,WP_003667418.1,3.1e-315,100.0,536,1073.2,100.0,100.0,3e-315,100.0,536,1073.2,100.0,100.0
WP_003667420.1,WP_003667420.1,0.0,100.0,645,1094.3,100.0,100.0,0.0,100.0,645,1094.3,100.0,100.0
WP_003667422.1,WP_003667422.1,7.399999999999999e-118,100.0,214,416.0,100.0,100.0,7.1999999999999995e-118,100.0,214,416.0,100.0,100.0
WP_003667423.1,WP_003667423.1,9.4e-31,100.0,59,124.8,100.0,100.0,9.2e-31,100.0,59,124.8,100.0,100.0
WP_003667426.1,WP_003667426.1,2.199999999999999e-296,100.0,542,1010.4,100.0,100.0,2.199999999999999e-296,100.0,542,1010.4,100.0,100.0
WP_003667428.1,WP_003667428.1,5.1e-309,100.0,536,1052.4,100.0,100.0,5e-309,100.0,536,1052.4,100.0,100.0
WP_003667429.1,WP_003667429.1,0.0,100.0,612,1172.9,100.0,100.0,0.0,100.0,612,1172.9,100.0,100.0
WP_003667430.1,WP_003667430.1,1.1e-43,100.0,86,168.3,100.0,100.0,1.1e-43,100.0,86,168.3,100.0,100.0
WP_003667431.1,WP_003667431.1,2.2999999999999994e-72,100.0,136,264.2,100.0,100.0,2.1999999999999998e-72,100.0,136,264.2,100.0,100.0
WP_003667433.1,WP_003667433.1,2.2999999999999995e-116,100.0,210,411.0,100.0,100.0,2.2999999999999995e-116,100.0,210,411.0,100.0,100.0
WP_003667434.1,WP_003667434.1,2.6999999999999986e-263,100.0,443,900.2,100.0,100.0,2.5999999999999986e-263,100.0,443,900.2,100.0,100.0
WP_003667435.1,WP_003667435.1,3.0999999999999993e-130,100.0,226,457.2,100.0,100.0,2.999999999999999e-130,100.0,226,457.2,100.0,100.0
WP_003667436.1,WP_003667436.1,4.099999999999999e-101,100.0,182,360.1,100.0,100.0,3.9999999999999996e-101,100.0,182,360.1,100.0,100.0
WP_003667437.1,WP_003667437.1,4.3e-24,100.0,51,102.4,100.0,100.0,4.2e-24,100.0,51,102.4,100.0,100.0
WP_003667438.1,WP_003667438.1,1.0999999999999996e-192,100.0,332,665.2,100.0,100.0,1.0999999999999996e-192,100.0,332,665.2,100.0,100.0
WP_003667441.1,WP_003667441.1,1.4999999999999995e-163,100.0,275,568.2,100.0,100.0,1.4999999999999995e-163,100.0,275,568.2,100.0,100.0
WP_003667443.1,WP_003667443.1,2.7999999999999988e-188,100.0,338,650.6,100.0,100.0,2.7999999999999988e-188,100.0,338,650.6,100.0,100.0
WP_003667445.1,WP_003667445.1,2.1999999999999994e-142,100.0,244,497.7,100.0,100.0,2.1999999999999994e-142,100.0,244,497.7,100.0,100.0
WP_003667447.1,WP_003667447.1,5.199999999999998e-300,100.0,495,1022.3,100.0,100.0,5.0999999999999966e-300,100.0,495,1022.3,100.0,100.0
WP_003667450.1,WP_003667450.1,5.399999999999998e-178,100.0,310,616.3,100.0,100.0,5.299999999999998e-178,100.0,310,616.3,100.0,100.0
WP_003667451.1,WP_003667451.1,8.699999999999997e-226,100.0,389,775.4,100.0,100.0,8.599999999999994e-226,100.0,389,775.4,100.0,100.0
WP_003667453.1,WP_003667453.1,1.8999999999999994e-169,100.0,294,587.8,100.0,100.0,1.8999999999999994e-169,100.0,294,587.8,100.0,100.0
WP_003667454.1,WP_003667454.1,8.199999999999998e-88,100.0,168,315.8,100.0,100.0,8e-88,100.0,168,315.8,100.0,100.0
WP_003667456.1,WP_003667456.1,0.0,100.0,574,1166.0,100.0,100.0,0.0,100.0,574,1166.0,100.0,100.0
WP_003667457.1,WP_003667457.1,0.0,100.0,690,1343.2,100.0,100.0,0.0,100.0,690,1343.2,100.0,100.0
WP_003667458.1,WP_003667458.1,0.0,100.0,954,1900.9,100.0,100.0,0.0,100.0,954,1900.9,100.0,100.0
WP_003667462.1,WP_003667462.1,6.799999999999999e-170,100.0,297,589.3,100.0,100.0,6.599999999999997e-170,100.0,297,589.3,100.0,100.0
WP_003667464.1,WP_003667464.1,7.699999999999996e-191,100.0,328,659.1,100.0,100.0,7.499999999999997e-191,100.0,328,659.1,100.0,100.0
WP_003667466.1,WP_003667466.1,2.7999999999999986e-174,100.0,313,604.0,100.0,100.0,2.7e-174,100.0,313,604.0,100.0,100.0
WP_003667472.1,WP_003667472.1,2.1999999999999993e-232,100.0,401,797.3,100.0,100.0,2.1999999999999993e-232,100.0,401,797.3,100.0,100.0
WP_003667474.1,WP_003667474.1,1.4999999999999994e-146,100.0,249,511.5,100.0,100.0,1.4999999999999994e-146,100.0,249,511.5,100.0,100.0
WP_003667477.1,WP_003667477.1,2.299999999999999e-249,100.0,460,854.0,100.0,100.0,2.1999999999999988e-249,100.0,460,854.0,100.0,100.0
WP_003667481.1,WP_003667481.1,8.499999999999997e-153,100.0,258,532.3,100.0,100.0,8.399999999999996e-153,100.0,258,532.3,100.0,100.0
WP_003667482.1,WP_003667482.1,0.0,100.0,784,1499.6,100.0,97.9,0.0,100.0,784,1499.6,100.0,97.9
WP_003667483.1,WP_003667483.1,2.5999999999999994e-109,100.0,194,387.5,100.0,100.0,2.4999999999999996e-109,100.0,194,387.5,100.0,100.0
WP_003667485.1,WP_003667485.1,6.9e-86,100.0,152,309.3,100.0,100.0,6.799999999999999e-86,100.0,152,309.3,100.0,100.0
WP_003667486.1,WP_003667486.1,7.199999999999999e-92,100.0,169,329.3,100.0,100.0,6.999999999999998e-92,100.0,169,329.3,100.0,100.0
WP_003667488.1,WP_003667488.1,1.0999999999999999e-80,100.0,140,292.0,100.0,100.0,9.999999999999998e-81,100.0,140,292.0,100.0,100.0
WP_003667489.1,WP_003667489.1,1.0999999999999997e-106,100.0,179,378.6,100.0,100.0,1.0999999999999997e-106,100.0,179,378.6,100.0,100.0
WP_003667490.1,WP_003667490.1,6.599999999999998e-173,100.0,298,599.4,100.0,100.0,6.3999999999999985e-173,100.0,298,599.4,100.0,100.0
WP_003667492.1,WP_003667492.1,7.0999999999999985e-71,100.0,131,259.2,100.0,100.0,6.899999999999999e-71,100.0,131,259.2,100.0,100.0
WP_003667493.1,WP_003667493.1,4.3999999999999975e-253,100.0,451,866.3,100.0,100.0,4.2999999999999983e-253,100.0,451,866.3,100.0,100.0
WP_003667496.1,WP_003667496.1,8.099999999999997e-131,100.0,237,459.5,100.0,79.3,7.999999999999998e-131,100.0,237,459.5,100.0,79.3
WP_003667497.1,WP_003667497.1,1.2999999999999993e-257,100.0,451,881.3,100.0,100.0,1.2999999999999993e-257,100.0,451,881.3,100.0,100.0
WP_003667498.1,WP_003667498.1,0.0,100.0,606,1185.6,100.0,100.0,0.0,100.0,606,1185.6,100.0,100.0
WP_003667500.1,WP_003667500.1,3.4999999999999993e-57,100.0,103,213.4,100.0,100.0,3.4e-57,100.0,103,213.4,100.0,100.0
WP_003667501.1,WP_003667501.1,0.0,100.0,621,1235.7,100.0,100.0,0.0,100.0,621,1235.7,100.0,100.0
WP_003667502.1,WP_003667502.1,1.8999999999999995e-83,100.0,151,301.2,100.0,100.0,1.7999999999999997e-83,100.0,151,301.2,100.0,100.0
WP_003667503.1,WP_003667503.1,9.999999999999998e-154,100.0,268,535.4,100.0,100.0,9.999999999999998e-154,100.0,268,535.4,100.0,100.0
WP_003667504.1,WP_003667504.1,2.0999999999999997e-82,100.0,203,298.1,100.0,100.0,2.0999999999999997e-82,100.0,203,298.1,100.0,100.0
WP_003667505.1,WP_003667505.1,4.499999999999998e-140,100.0,239,490.0,100.0,100.0,4.399999999999999e-140,100.0,239,490.0,100.0,100.0
WP_003667506.1,WP_003667506.1,1.1999999999999994e-277,100.0,495,948.0,100.0,100.0,1.1999999999999994e-277,100.0,495,948.0,100.0,100.0
WP_003667507.1,WP_003667507.1,8.799999999999998e-159,100.0,286,552.4,100.0,100.0,8.699999999999997e-159,100.0,286,552.4,100.0,100.0
WP_003667508.1,WP_003667508.1,1.5999999999999998e-106,100.0,204,378.3,100.0,100.0,1.5999999999999998e-106,100.0,204,378.3,100.0,100.0
WP_003667509.1,WP_003667509.1,6.299999999999997e-268,100.0,452,915.6,100.0,100.0,6.199999999999997e-268,100.0,452,915.6,100.0,100.0
WP_003667510.1,WP_003667510.1,7.5e-32,100.0,68,128.6,100.0,100.0,7.299999999999999e-32,100.0,68,128.6,100.0,100.0
WP_003667511.1,WP_003667511.1,7.799999999999999e-54,100.0,99,202.2,100.0,100.0,7.6e-54,100.0,99,202.2,100.0,100.0
WP_003667512.1,WP_003667512.1,6.499999999999999e-36,100.0,68,142.1,100.0,100.0,6.4e-36,100.0,68,142.1,100.0,100.0
WP_003667513.1,WP_003667513.1,1.0999999999999999e-88,100.0,152,318.5,100.0,100.0,1.0999999999999999e-88,100.0,152,318.5,100.0,100.0
WP_003667514.1,WP_003667514.1,2.999999999999999e-159,100.0,279,553.9,100.0,100.0,2.899999999999999e-159,100.0,279,553.9,100.0,100.0
WP_003667515.1,WP_003667515.1,2.3999999999999988e-195,100.0,335,674.1,100.0,100.0,2.299999999999999e-195,100.0,335,674.1,100.0,100.0
WP_003667516.1,WP_003667516.1,1.6999999999999995e-176,100.0,310,611.3,100.0,100.0,1.6999999999999995e-176,100.0,310,611.3,100.0,100.0
WP_003667517.1,WP_003667517.1,3.799999999999998e-168,100.0,304,583.6,100.0,100.0,3.699999999999999e-168,100.0,304,583.6,100.0,100.0
WP_003667518.1,WP_003667518.1,1.0999999999999998e-107,100.0,193,382.1,100.0,100.0,9.999999999999999e-108,100.0,193,382.1,100.0,100.0
WP_003667519.1,WP_003667519.1,7.499999999999999e-54,100.0,125,202.6,100.0,100.0,7.4e-54,100.0,125,202.6,100.0,100.0
WP_003667520.1,WP_003667520.1,7.4e-54,100.0,95,202.2,100.0,100.0,7.3e-54,100.0,95,202.2,100.0,100.0
WP_003667521.1,WP_003667521.1,0.0,100.0,645,1190.3,100.0,100.0,0.0,100.0,645,1190.3,100.0,100.0
WP_003667522.1,WP_003667522.1,1.8999999999999997e-94,100.0,158,337.8,100.0,100.0,1.8999999999999997e-94,100.0,158,337.8,100.0,100.0
WP_003667524.1,WP_003667524.1,1.5999999999999992e-258,100.0,474,884.4,100.0,100.0,1.5999999999999992e-258,100.0,474,884.4,100.0,100.0
WP_003667526.1,WP_003667526.1,2.6000000000000004e-28,100.0,60,116.7,100.0,100.0,2.5e-28,100.0,60,116.7,100.0,100.0
WP_003667528.1,WP_003667528.1,2.5e-70,100.0,121,257.3,100.0,100.0,2.3999999999999995e-70,100.0,121,257.3,100.0,100.0
